 2457192.644661           16.690371               0.053220
  2457193.777075           16.765665               0.055420
  2457194.249251           16.687534               0.057661
  2457194.970401           16.962504               0.073021
  2457195.769885           16.782709               0.057839
  2457196.401959           16.844394               0.062466
  2457196.932208           16.702643               0.053708
  2457197.834868           16.746640               0.055214
  2457198.399773           16.708103               0.053099
  2457199.348079           16.662683               0.052898
  2457199.393981           16.821283               0.059769
  2457199.458653           16.737916               0.056370
  2457199.529266           16.753135               0.056560
  2457199.630821           16.703919               0.053371
  2457199.683210           16.789728               0.057832
  2457199.776553           16.755786               0.056040
  2457199.868163           16.712353               0.054884
  2457199.984798           16.635431               0.050517
  2457200.026663           16.774345               0.057610
  2457200.089714           16.673268               0.051962
  2457200.660185           16.680497               0.052469
  2457200.742507           16.682692               0.053768
  2457200.803971           16.653204               0.052616
  2457200.905104           16.747633               0.057058
  2457201.021628           16.579842               0.048285
  2457201.499748           16.669057               0.051355
  2457201.578162           16.686054               0.052658
  2457201.652802           16.703590               0.053988
  2457201.740991           16.670568               0.051216
  2457201.799797           16.587270               0.047675
  2457201.925252           16.574083               0.049553
  2457202.026265           16.496336               0.045383
  2457202.089558           16.733521               0.054561
  2457202.125783           16.640364               0.049383
  2457202.538577           16.559737               0.046752
  2457202.627034           16.400510               0.040746
  2457202.708833           16.496510               0.045545
  2457202.771694           16.542494               0.048234
  2457202.904229           16.511670               0.047178
  2457202.955835           16.452836               0.044477
  2457203.018308           16.620317               0.050455
  2457203.087990           16.496107               0.044666
  2457203.633126           16.439431               0.042860
  2457203.729047           16.451818               0.043540
  2457203.812790           16.490105               0.045080
  2457203.900677           16.502597               0.045280
  2457204.002010           16.507362               0.045638
  2457204.056954           16.461990               0.042504
  2457204.117681           16.500732               0.044222
  2457204.307586           16.449610               0.043014
  2457204.388857           16.462707               0.043962
  2457204.449594           16.462467               0.043553
  2457204.550864           16.462702               0.043756
  2457204.660669           16.411411               0.041043
  2457205.122468           16.444250               0.043507
  2457205.148716           16.591689               0.049927
  2457205.234144           16.556092               0.048422
  2457205.331606           16.493421               0.044344
  2457205.410520           16.411630               0.042820
  2457205.473197           16.412868               0.042806
  2457205.581956           16.349181               0.040809
  2457206.053521           16.566707               0.048714
  2457206.132723           16.385389               0.041937
  2457206.178555           16.495656               0.043249
  2457206.259974           16.413719               0.041668
  2457206.328271           16.398555               0.040462
  2457206.419885           16.463250               0.044738
  2457206.484858           16.459491               0.044071
  2457206.868654           16.450069               0.042943
  2457207.638619           16.389029               0.040534
  2457208.921816           16.397977               0.041293
  2457209.492044           16.270072               0.037640
  2457210.887624           16.211969               0.034714
  2457211.663142           16.195939               0.034063
  2457212.597757           16.169645               0.036393
  2457213.509127           16.080184               0.030402
  2457213.551649           16.150176               0.032649
  2457213.706365           16.095973               0.031738
  2457213.851636           16.123854               0.031854
  2457214.122097           16.099747               0.030732
  2457214.164680           16.101117               0.030081
  2457214.724831           15.928511               0.026656
  2457214.864394           16.009654               0.027625
  2457215.141879           15.953769               0.027190
  2457215.184660           15.975816               0.027202
  2457215.604113           15.924095               0.025873
  2457215.742953           15.917631               0.025900
  2457216.015424           15.850775               0.026088
  2457216.057913           15.878933               0.026660
  2457216.212828           15.843067               0.025618
  2457216.352076           15.857135               0.025845
  2457216.919485           15.780061               0.023736
  2457216.962077           15.807868               0.024074
  2457217.117372           15.702810               0.021762
  2457217.394614           15.712397               0.021560
  2457217.649768           15.720228               0.022320
  2457217.692457           15.709415               0.021766
  2457217.844885           15.662583               0.021119
  2457217.984772           15.612393               0.020509
  2457218.263340           15.597759               0.019788
  2457218.942381           15.561003               0.019088
  2457219.074276           15.528635               0.018465
  2457219.274236           15.498828               0.018065
  2457219.309159           15.512094               0.018255
  2457219.441249           15.467696               0.017462
  2457220.494919           15.370518               0.017013
  2457220.669076           15.341291               0.015816
  2457220.703991           15.343413               0.015742
  2457220.842770           15.267918               0.015144
  2457220.974914           15.300691               0.015974
  2457221.107943           15.281398               0.015712
  2457221.142895           15.292615               0.016007
  2457221.550087           15.229103               0.014919
  2457221.689241           15.174849               0.014691
  2457221.782007           15.184152               0.014450
  2457221.823649           15.189245               0.014400
  2457221.938788           15.168326               0.014265
  2457222.073641           15.192733               0.014049
  2457222.140812           15.126298               0.013309
