7.985543036906312864e+01 1.011624334896036004e+01 1.000000000000000021e-02
7.987394587261618994e+01 1.009405087969423676e+01 1.000000000000000021e-02
7.989246137616925125e+01 1.008033632134596402e+01 1.000000000000000021e-02
7.991097687972231256e+01 1.007357942549352359e+01 1.000000000000000021e-02
7.992949238327537387e+01 1.007209546608424944e+01 1.000000000000000021e-02
7.994800788682843518e+01 1.007651429589835246e+01 1.000000000000000021e-02
7.996652339038149648e+01 1.008684054733519986e+01 1.000000000000000021e-02
7.998503889393455779e+01 1.010170895769678268e+01 1.000000000000000021e-02
8.000355439748761910e+01 1.012097305334197728e+01 1.000000000000000021e-02
8.002206990104068041e+01 1.014683576348612704e+01 1.000000000000000021e-02
8.004058540459374171e+01 1.018255066429572864e+01 1.000000000000000021e-02
8.005910090814680302e+01 1.022638776534330773e+01 1.000000000000000021e-02
8.007761641169986433e+01 1.028201317053776265e+01 1.000000000000000021e-02
8.009613191525292564e+01 1.035206991674021992e+01 1.000000000000000021e-02
8.011464741880598694e+01 1.043800035582293972e+01 1.000000000000000021e-02
8.013316292235904825e+01 1.054882730680752445e+01 1.000000000000000021e-02
8.015167842591210956e+01 1.070819678627172777e+01 1.000000000000000021e-02
8.017019392946517087e+01 1.082806665898645093e+01 1.000000000000000021e-02
8.085543036906312864e+01 1.231672652864603457e+01 1.000000000000000021e-02
8.087357412802558088e+01 1.233619939785875985e+01 1.000000000000000021e-02
8.089171788698803311e+01 1.235790016454403784e+01 1.000000000000000021e-02
8.090986164595048535e+01 1.237954942014587978e+01 1.000000000000000021e-02
8.092800540491293759e+01 1.239941344041473137e+01 1.000000000000000021e-02
8.094614916387538983e+01 1.241945591180776276e+01 1.000000000000000021e-02
8.096429292283784207e+01 1.244118354954702355e+01 1.000000000000000021e-02
8.098243668180029431e+01 1.246228816205113255e+01 1.000000000000000021e-02
8.100058044076274655e+01 1.248044985906530435e+01 1.000000000000000021e-02
8.101872419972519879e+01 1.249885963631083108e+01 1.000000000000000021e-02
8.103686795868765103e+01 1.251672829494403061e+01 1.000000000000000021e-02
8.105501171765010326e+01 1.253170911774315321e+01 1.000000000000000021e-02
8.107315547661255550e+01 1.254548714019668054e+01 1.000000000000000021e-02
8.109129923557500774e+01 1.256414817788523308e+01 1.000000000000000021e-02
8.110944299453745998e+01 1.258108240949900036e+01 1.000000000000000021e-02
8.112758675349991222e+01 1.259920133821076860e+01 1.000000000000000021e-02
8.114573051246236446e+01 1.261149617350116081e+01 1.000000000000000021e-02
8.116387427142481670e+01 1.262880727126778879e+01 1.000000000000000021e-02
8.118201803038726894e+01 1.264178931570123510e+01 1.000000000000000021e-02
