2.460766500000000000e+06 1.808895366676201277e+01 1.491128439397383307e-02
2.460766510416666511e+06 1.810778003491115840e+01 1.504112522358792142e-02
2.460766520833333023e+06 1.810818253985345194e+01 1.504391351062572130e-02
2.460766531249999534e+06 1.808264469072717873e+01 1.486802415934840652e-02
2.460766541666666046e+06 1.808985468413233733e+01 1.491747287417979559e-02
2.460766552083332557e+06 1.810795435205466219e+01 1.504233271359067814e-02
2.460766562499999069e+06 1.811160154931229727e+01 1.506761899100011320e-02
2.460766572916665580e+06 1.812100430934236783e+01 1.513300521862499630e-02
2.460766583333332092e+06 1.807555674808628510e+01 1.481957229023210705e-02
2.460766593749998603e+06 1.809576873046869494e+01 1.495815627063957175e-02
2.460766604166665114e+06 1.811992545705350821e+01 1.512548855747533616e-02
2.460766614583331626e+06 1.812710344997384482e+01 1.517556991798713756e-02
2.460766624999998137e+06 1.809970437337366889e+01 1.498529147274614733e-02
2.460766635416664649e+06 1.809635304024396163e+01 1.496218182165383846e-02
2.460766645833331160e+06 1.810331377571362310e+01 1.501022060518194395e-02
2.460766656249997672e+06 1.809322938997420138e+01 1.494067428418168614e-02
2.460766666666664183e+06 1.811686947989402796e+01 1.510421698293974366e-02
2.460766677083330695e+06 1.808718996949717450e+01 1.489917817789188775e-02
2.460766687499997206e+06 1.807943418430627602e+01 1.484605813431415233e-02
2.460766697916663717e+06 1.811578083193234079e+01 1.509664651884827340e-02
2.460766708333330229e+06 1.810293183294681185e+01 1.500758067248148843e-02
2.460766718749996740e+06 1.809301574728253570e+01 1.493920440188522235e-02
2.460766729166663252e+06 1.809748417074006710e+01 1.496997772492285501e-02
2.460766739583329763e+06 1.810090595122658286e+01 1.499358583420111989e-02
2.460766749999996275e+06 1.810557152906714151e+01 1.502583535572307380e-02
2.460766760416662786e+06 1.810635944873079239e+01 1.503128847558215207e-02
2.460766770833329298e+06 1.811236969366595417e+01 1.507295000684650242e-02
2.460766781249995809e+06 1.811171548639313400e+01 1.506840960917948599e-02
2.460766791666662320e+06 1.810222146511875962e+01 1.500267194840790991e-02
2.460766802083328832e+06 1.810398856408318480e+01 1.501488577899006208e-02
2.460766812499995343e+06 1.810765369541634584e+01 1.504025013400624340e-02
2.460766822916661855e+06 1.809596000220368595e+01 1.495947390124841708e-02
2.460766833333328366e+06 1.809763961408408406e+01 1.497104937873568187e-02
2.460766843749994878e+06 1.808927534373198043e+01 1.491349348125424815e-02
2.460766854166661389e+06 1.809862198728981042e+01 1.497782380744338074e-02
2.460766864583327901e+06 1.809178602723907758e+01 1.493074662081301726e-02
2.460766874999994412e+06 1.809539969091436618e+01 1.495561436301320705e-02
2.460766885416660924e+06 1.808220216173943840e+01 1.486499448175764362e-02
2.460766895833327435e+06 1.809136187418802066e+01 1.492783048739016773e-02
2.460766906249993946e+06 1.808899860734613441e+01 1.491159299967480603e-02
2.460766916666660458e+06 1.808902870236261862e+01 1.491179966485967762e-02
2.460766927083326969e+06 1.809877373863270478e+01 1.497887055539571383e-02
2.460766937499993481e+06 1.808839412627935417e+01 1.490744258029984108e-02
2.460766947916659992e+06 1.810479278115248292e+01 1.502044765660106793e-02
2.460766958333326504e+06 1.809706127422765576e+01 1.496706259004809865e-02
2.460766968749993015e+06 1.811862825880903927e+01 1.511645556320747978e-02
2.460766979166659527e+06 1.811872507235177920e+01 1.511712953458045801e-02
2.460766989583326038e+06 1.810122984823505377e+01 1.499582244553613296e-02
2.460766999999992549e+06 1.807610511857086877e+01 1.482331520780823080e-02
2.460767010416659061e+06 1.809654816663799437e+01 1.496352636913658024e-02
2.460767020833325572e+06 1.810987047374493741e+01 1.505561202599485157e-02
2.460767031249992084e+06 1.809187299820885642e+01 1.493134463325479673e-02
2.460767041666658595e+06 1.810238374147959561e+01 1.500379315536751190e-02
2.460767052083325107e+06 1.807062587869409143e+01 1.478595893544255684e-02
2.460767062499991618e+06 1.807571327466952482e+01 1.482064057026716807e-02
2.460767072916658130e+06 1.809247225862961983e+01 1.493546579942634650e-02
2.460767083333324641e+06 1.810283684251003677e+01 1.500692418453510729e-02
2.460767093749991152e+06 1.810083763801683432e+01 1.499311415247108793e-02
2.460767104166657664e+06 1.812648064171230544e+01 1.517121797918257256e-02
2.460767114583324175e+06 1.807258007208194783e+01 1.479927139046750134e-02
2.460767124999990687e+06 1.809631417781867313e+01 1.496191404875122852e-02
2.460767135416657198e+06 1.809047149497996543e+01 1.492171081245103822e-02
2.460767145833323710e+06 1.809638050963903666e+01 1.496237109630519507e-02
2.460767156249990221e+06 1.810186981531277794e+01 1.500024260161742472e-02
2.460767166666656733e+06 1.809858549968118524e+01 1.497757213471698559e-02
2.460767177083323244e+06 1.809385502619841546e+01 1.494497955359564735e-02
2.460767187499989755e+06 1.808835335448545578e+01 1.490716267922086516e-02
2.460767197916656267e+06 1.808416794176309139e+01 1.487845748489349459e-02
2.460767208333322778e+06 1.807285191684763248e+01 1.480112421451480580e-02
2.460767218749989290e+06 1.811773095886471552e+01 1.511021040319899048e-02
2.460767229166655801e+06 1.809423969442830327e+01 1.494762723543121077e-02
2.460767239583322313e+06 1.808150716884768627e+01 1.486023761154746728e-02
2.460767249999988824e+06 1.810004979344007126e+01 1.498767539992389673e-02
