   2457205.284455106            20.02420               0.04792069
   2457205.286108606            20.14052               0.05395338
   2457205.287750752            20.01915               0.04742183
   2457205.289511313            20.08729               0.04969026
   2457205.291279740            20.02710               0.04654378
   2457205.307966254            20.12017               0.05282596
   2457205.309623004            20.08441               0.05096490
   2457205.311392894            20.13793               0.05252505
   2457205.313100385            20.09447               0.05102774
   2457205.314753375            20.07865               0.04961999
   2457205.325648313            20.05604               0.05090720
   2457205.327360841            20.05650               0.05243281
   2457205.329095472            20.01759               0.05088355
   2457205.330789992            20.05064               0.05082864
   2457205.332417360            20.03545               0.05113821
   2457205.371155435            20.22135               0.05761171
   2457205.372899109            20.18021               0.05504829
   2457205.374712001            20.18414               0.05476935
   2457205.376290564            20.19727               0.05518218
   2457205.378148969            20.21392               0.05591900
   2457205.403853603            20.29518               0.06138120
   2457205.405581568            20.29783               0.06088032
   2457205.407204294            20.21225               0.05515149
   2457205.408844660            20.17809               0.05304818
   2457205.410634153            20.19457               0.05079997
   2457205.440637900            20.36159               0.05314559
   2457205.443663679            20.30373               0.04599144
   2457205.447802876            20.33500               0.04702360
   2457205.450877266            20.23624               0.04184872
   2457205.531228879            20.73337               0.07982886
   2457205.534288523            20.65036               0.07553923
