   2457205.257857099            18.47429               0.01573311
   2457205.259509583            18.50237               0.01638692
   2457205.261107333            18.48818               0.01560817
   2457205.262785488            18.49448               0.01532398
   2457205.264530699            18.49056               0.01466668
   2457205.389128566            18.55298               0.01386545
   2457205.390757133            18.56097               0.01413768
   2457205.392451998            18.55786               0.01400940
   2457205.394120210            18.56680               0.01425395
   2457205.396071463            18.54763               0.01393077
   2457205.416903591            18.57502               0.01019794
   2457205.419916628            18.56576               0.01022699
   2457205.475694760            18.56885               0.01033156
   2457205.478847261            18.59272               0.01058833
   2457205.517248297            18.63264               0.01177128
   2457205.520306413            18.63690               0.01310456
   2457205.559001281            18.68390               0.01279889
   2457205.562137104            18.69883               0.01560363
   2457205.593723582            18.71153               0.02074135
   2457205.596774732            18.73506               0.02482098
   2457207.255322083            19.80009               0.01887783
   2457207.406448380            19.82672               0.01680959
   2457207.409555060            19.82506               0.01582355
   2457207.412652991            19.82802               0.01472837
   2457207.447932586            19.89818               0.01690199
   2457207.451099230            19.88317               0.01685653
   2457207.454291259            19.89287               0.01696692
   2457207.457431472            19.89588               0.01710186
