2456062.80117 18.937 0.047 4.88 448.0
2456064.82097 18.791 0.033 4.10 365.0
2456066.66622 18.793 0.031 4.26 327.0
2456067.72970 18.734 0.027 3.70 296.0
2456068.88846 18.761 0.030 3.67 417.0
2456070.64275 18.780 0.039 5.42 334.0
2456071.69625 18.783 0.028 4.47 223.0
2456075.78212 18.789 0.026 3.69 240.0
2456076.90328 18.685 0.043 7.06 397.0
2456078.76611 18.810 0.029 3.47 338.0
2456079.84457 18.904 0.036 3.89 359.0
2456080.87499 18.826 0.045 5.65 433.0
2456081.91726 19.015 0.092 7.21 792.0
2456085.67588 18.823 0.063 4.50 1308.0
2456086.66926 18.857 0.033 4.02 371.0
2456087.84970 18.767 0.046 5.32 506.0
2456092.61389 18.802 0.035 5.36 286.0
2456093.80652 18.850 0.053 7.38 283.0
2456096.59259 18.892 0.047 6.49 294.0
2456097.80533 18.818 0.042 5.45 330.0
2456098.85709 18.729 0.042 5.68 411.0
2456100.81234 18.877 0.056 6.15 441.0
2456101.83904 18.840 0.053 5.73 513.0
2456102.86657 18.965 0.061 5.80 568.0
2456104.55932 18.810 0.031 3.95 376.0
2456105.58922 18.845 0.037 5.10 302.0
2456108.69139 18.768 0.030 3.63 392.0
2456113.64616 18.757 0.044 4.59 610.0
2456114.74809 18.748 0.036 4.03 471.0
2456115.81821 18.815 0.060 7.23 404.0
2456117.54374 18.871 0.036 4.46 333.0
2456118.58773 18.808 0.028 4.09 265.0
2456119.63385 18.790 0.031 5.16 205.0
2456120.74892 18.843 0.034 5.20 221.0
2456121.78897 18.749 0.026 4.45 246.0
2456124.60356 18.842 0.031 4.88 209.0
2456125.71722 18.846 0.036 5.23 240.0
2456127.53765 18.907 0.049 6.45 287.0
2456133.70940 18.968 0.044 5.77 264.0
2456135.71163 18.879 0.042 5.29 312.0
2456140.68883 18.807 0.059 5.57 734.0
2456142.53771 18.879 0.051 5.52 479.0
2456147.70536 18.815 0.048 7.40 262.0
2456148.66786 18.746 0.028 4.53 244.0
2456151.67791 18.939 0.045 6.19 245.0
2456154.61216 18.905 0.046 6.02 286.0
2456158.67281 18.791 0.035 4.34 374.0
2456160.68817 18.797 0.037 5.16 300.0
2456160.70090 18.815 0.037 4.86 317.0
2456167.68605 18.938 0.095 5.13 1965.0
2456169.67390 18.940 0.063 5.75 714.0
2456171.68043 18.863 0.057 5.79 638.0
2456172.66836 18.820 0.045 5.67 512.0
2456175.64442 18.811 0.045 5.42 464.0
2456181.56281 18.753 0.038 4.57 403.0
2456184.56098 18.805 0.030 4.22 248.0
2456190.51955 18.816 0.038 4.88 346.0
2456195.57569 18.785 0.043 4.65 527.0
2456197.54882 18.910 0.055 5.07 532.0
2456203.50896 18.952 0.055 5.98 389.0
2456205.54934 18.778 0.035 4.63 324.0
2456210.50737 18.896 0.044 5.54 349.0
2456212.57281 18.749 0.042 5.29 513.0
2456216.49420 18.928 0.059 5.95 464.0
2456217.51397 18.823 0.034 3.89 346.0
2456223.50413 18.973 0.084 7.30 596.0
2456223.54226 18.996 0.073 6.34 644.0
2456224.49124 18.902 0.101 6.10 1237.0
2456226.49360 18.857 0.083 5.72 1248.0
2456227.52792 18.921 0.077 6.81 697.0
2456231.51244 18.765 0.071 6.45 817.0
2456233.51212 18.856 0.070 7.02 582.0
2456234.51623 18.948 0.077 7.42 552.0
2456326.87540 18.809 0.069 6.97 586.0
2456344.83833 18.808 0.032 4.63 292.0
2456348.89895 18.725 0.039 4.17 661.0
2456352.88616 18.823 0.036 4.30 419.0
2456360.89919 18.828 0.032 4.96 288.0
2456363.82947 18.833 0.038 5.07 299.0
2456369.77827 18.656 0.032 5.25 281.0
2456371.77231 18.936 0.037 5.50 237.0
2456372.76521 18.830 0.036 4.99 303.0
2456373.89701 18.757 0.032 5.05 280.0
2456375.86555 18.767 0.027 4.52 233.0
2456377.82047 18.763 0.028 3.86 388.0
2456379.75345 18.739 0.039 4.17 724.0
2456380.88405 18.785 0.032 4.06 428.0
2456382.82199 18.703 0.041 4.79 549.0
2456387.75029 18.831 0.030 4.82 233.0
2456388.84055 18.879 0.032 4.49 266.0
2456390.73519 18.733 0.029 4.40 299.0
2456393.70756 18.888 0.048 6.12 351.0
2456395.71516 18.759 0.040 5.79 368.0
2456396.92023 18.830 0.032 4.18 364.0
2456398.87565 18.841 0.031 4.13 257.0
2456400.88828 18.849 0.032 4.46 269.0
2456402.82910 18.919 0.037 4.91 280.0
2456404.75928 18.906 0.037 4.46 335.0
2456407.70380 18.687 0.043 5.45 550.0
2456409.83155 18.763 0.066 5.81 926.0
2456416.78138 18.751 0.029 4.47 287.0
2456418.65292 18.766 0.040 4.86 441.0
2456419.79146 18.918 0.038 4.60 302.0
2456420.91537 18.760 0.027 3.63 283.0
2456423.78295 18.689 0.033 4.79 406.0
2456424.92031 18.875 0.036 4.59 426.0
2456428.77632 18.827 0.035 5.07 301.0
2456431.88530 18.823 0.037 4.89 369.0
2456433.64400 18.822 0.042 5.87 326.0
2456434.83044 18.768 0.033 4.12 462.0
2456435.94763 18.744 0.079 4.70 2597.0
2456442.62772 18.739 0.029 4.01 388.0
2456444.76497 18.834 0.035 5.12 312.0
2456445.86864 18.843 0.050 6.36 389.0
2456446.78362 18.785 0.024 3.44 308.0
2456447.83736 18.781 0.030 3.85 329.0
2456448.86678 18.862 0.038 4.80 386.0
2456449.90833 18.742 0.053 6.53 512.0
2456451.58338 18.829 0.038 4.89 385.0
2456452.64359 18.865 0.026 3.81 243.0
2456454.75632 18.831 0.030 4.45 257.0
2456456.61986 18.795 0.024 4.08 228.0
2456457.86162 18.697 0.033 4.98 431.0
2456459.54222 18.754 0.043 5.38 512.0
2456460.69897 18.822 0.033 3.99 411.0
2456462.61500 18.810 0.041 4.49 572.0
2456463.75873 18.833 0.036 3.91 475.0
2456464.85022 18.919 0.056 4.60 867.0
2456469.62592 18.866 0.036 4.29 423.0
2456472.79220 18.919 0.046 6.01 331.0
2456474.54330 18.887 0.050 6.47 371.0
2456475.61089 18.739 0.030 4.82 283.0
2456476.69191 18.778 0.034 4.85 315.0
2456477.76642 18.798 0.042 5.55 394.0
2456481.58726 18.852 0.035 5.38 258.0
2456485.47353 18.845 0.049 6.38 391.0
2456486.61494 18.753 0.029 4.91 246.0
2456487.71917 18.814 0.030 4.29 277.0
2456490.51279 18.808 0.035 4.44 377.0
2456491.67218 18.828 0.039 4.97 358.0
2456497.78563 18.724 0.049 5.79 589.0
2456499.57386 18.935 0.035 5.06 290.0
2456504.67116 18.793 0.033 5.59 225.0
2456506.66603 18.823 0.040 6.55 243.0
2456508.73748 18.756 0.031 4.49 370.0
2456510.63067 18.785 0.026 4.14 231.0
2456514.59650 18.713 0.025 4.59 230.0
2456516.65762 18.886 0.033 5.54 216.0
2456519.71874 18.779 0.042 6.61 461.0
2456524.65306 18.878 0.048 5.35 648.0
2456529.62912 18.790 0.051 7.05 352.0
2456533.52691 18.825 0.041 5.17 368.0
2456538.51906 18.741 0.028 4.30 261.0
2456543.57325 18.765 0.029 4.27 291.0
2456546.59774 18.848 0.051 6.11 784.0
2456558.58651 18.789 0.038 5.60 413.0
2456562.54930 18.799 0.037 6.59 281.0
2456564.58726 18.854 0.046 7.01 373.0
2456568.57858 18.817 0.044 5.55 365.0
2456571.55163 18.699 0.047 6.58 410.0
2456578.56770 18.855 0.056 6.58 550.0
2456583.48779 18.712 0.080 6.33 1291.0
2456586.52522 18.872 0.058 6.85 405.0
2456698.87090 18.860 0.048 6.02 405.0
2456705.89782 18.829 0.057 4.77 1027.0
2456710.85438 18.711 0.034 3.69 710.0
2456715.89861 18.916 0.041 4.49 571.0
2456718.88881 18.903 0.043 5.66 366.0
2456721.80993 18.872 0.059 7.22 425.0
2456723.83724 18.764 0.031 4.18 428.0
2456725.86180 18.776 0.032 4.71 341.0
2456727.84637 18.755 0.023 3.69 281.0
2456729.83491 18.915 0.035 4.22 424.0
2456731.89621 18.755 0.042 6.35 373.0
2456733.85865 18.684 0.032 4.22 494.0
2456735.78700 19.006 0.056 4.61 764.0
2456736.88783 18.959 0.045 4.85 492.0
2456742.91957 18.776 0.035 3.64 764.0
2456745.84929 18.841 0.029 4.29 288.0
2456747.87052 18.680 0.025 4.37 289.0
2456754.75287 18.804 0.034 5.40 297.0
2456757.83565 18.750 0.033 5.43 291.0
2456760.88948 18.813 0.025 3.41 326.0
2456763.87928 18.862 0.039 3.73 634.0
2456768.88834 18.739 0.037 3.42 910.0
2456771.72391 18.847 0.028 3.71 298.0
2456773.87964 18.809 0.032 4.88 312.0
2456776.81874 18.961 0.039 5.47 334.0
2456789.72825 18.764 0.036 4.21 471.0
2456791.71146 18.936 0.059 5.06 664.0
2456796.65503 18.789 0.043 4.48 497.0
2456798.80318 18.814 0.066 6.92 594.0
2456804.68465 18.799 0.029 4.18 271.0
2456806.85587 18.837 0.044 6.23 310.0
2456808.82436 18.800 0.033 4.54 296.0
2456810.73973 18.857 0.032 3.87 321.0
2456813.70941 18.861 0.034 4.69 266.0
2456815.68082 18.859 0.042 5.38 307.0
2456817.70614 18.770 0.032 4.14 361.0
2456819.72438 18.882 0.053 4.81 684.0
2456824.78711 18.780 0.042 4.88 477.0
2456826.63739 18.778 0.033 4.28 325.0
2456827.86357 18.768 0.045 5.39 538.0
2456829.75058 18.770 0.035 5.65 240.0
2456831.76418 18.839 0.034 4.67 307.0
2456833.71101 18.740 0.041 5.49 386.0
2456835.59874 18.838 0.038 5.08 284.0
2456837.49858 18.817 0.044 4.48 635.0
2456838.73850 18.761 0.037 5.19 320.0
2456840.63676 18.794 0.046 6.13 342.0
2456842.65237 18.821 0.037 5.03 298.0
2456845.52833 18.792 0.033 4.22 370.0
2456847.71999 18.916 0.078 4.07 1935.0
2456852.61914 18.801 0.058 6.15 595.0
2456856.54992 18.892 0.044 5.51 333.0
2456858.50431 18.751 0.028 3.63 284.0
2456862.70628 18.793 0.041 5.95 343.0
2456864.71044 18.883 0.037 6.15 258.0
2456873.48054 18.810 0.057 6.90 359.0
2456879.60110 18.876 0.059 5.52 651.0
2456882.58478 18.912 0.041 5.04 301.0
2456886.49616 18.786 0.042 5.48 361.0
2456888.65952 18.736 0.037 5.28 368.0
2456891.61754 18.790 0.039 5.49 301.0
2456907.56241 18.785 0.042 5.09 462.0
2456915.56747 18.833 0.044 6.12 315.0
2456923.53716 18.870 0.064 7.24 400.0
2456928.51716 18.818 0.056 7.13 412.0
2456937.49298 18.830 0.059 5.90 585.0
2456940.55638 18.807 0.064 6.56 652.0
2456948.49756 18.771 0.059 7.05 502.0
2457065.85765 18.920 0.061 5.67 590.0
2457070.85981 18.881 0.035 4.46 325.0
2457072.86725 18.796 0.044 5.55 360.0
2457076.86088 18.788 0.035 4.64 366.0
2457078.82902 18.836 0.043 5.32 369.0
2457080.84660 18.720 0.037 5.96 311.0
2457082.87677 18.783 0.030 4.44 278.0
2457085.83170 18.788 0.041 4.39 613.0
2457087.88889 18.800 0.039 3.99 525.0
2457090.80076 18.800 0.051 5.49 556.0
2457092.81461 18.697 0.033 3.91 548.0
2457097.86370 18.717 0.026 3.76 285.0
2457099.87021 18.715 0.030 4.55 289.0
2457101.89217 18.844 0.050 5.83 398.0
2457109.91312 18.760 0.033 4.18 352.0
2457111.85231 18.757 0.028 4.11 262.0
2457114.91329 18.792 0.031 3.52 375.0
2457118.78112 18.843 0.042 3.67 843.0
2457125.77020 18.836 0.044 5.26 368.0
2457130.73529 18.886 0.037 4.98 272.0
2457133.84261 18.788 0.036 4.89 344.0
2457136.67891 18.786 0.038 5.12 376.0
2457138.76246 18.846 0.032 4.20 281.0
2457140.88255 18.865 0.035 4.16 373.0
2457143.66908 18.821 0.047 5.24 476.0
2457146.68244 18.784 0.049 4.50 847.0
2457147.89515 18.702 0.042 4.22 759.0
2457154.68458 18.766 0.028 3.74 293.0
2457156.68119 18.786 0.029 3.81 304.0
2457158.88383 18.840 0.039 4.56 396.0
2457160.84911 18.755 0.029 4.13 291.0
2457162.82036 18.865 0.034 4.35 293.0
2457164.85670 18.763 0.034 4.34 350.0
2457169.69590 18.824 0.030 4.20 274.0
2457172.64095 18.823 0.043 4.90 450.0
2457173.91665 18.771 0.041 4.50 523.0
2457178.90670 18.692 0.051 4.55 1024.0
2457180.75501 18.785 0.037 4.61 345.0
2457182.63334 18.750 0.031 5.32 219.0
2457183.87666 18.852 0.049 6.19 326.0
2457185.75523 18.833 0.036 4.75 298.0
2457187.78393 18.796 0.035 4.78 323.0
2457189.76197 18.791 0.033 3.97 372.0
2457194.57519 18.875 0.036 5.17 255.0
2457198.58612 18.720 0.036 5.27 322.0
2457199.83296 18.737 0.035 4.65 368.0
2457206.84112 18.847 0.075 5.06 1358.0
2457214.61871 18.792 0.033 5.08 342.0
2457220.51824 18.743 0.037 5.32 347.0
2457221.77464 18.753 0.031 4.50 300.0
2457223.77006 18.828 0.050 6.86 322.0
2457226.62205 18.760 0.030 3.97 289.0
2457228.54881 18.808 0.035 4.52 364.0
2457249.64137 18.751 0.030 4.98 234.0
2457255.51098 18.749 0.035 5.03 326.0
2457265.68091 18.844 0.046 4.85 519.0
2457270.49918 18.822 0.031 4.13 305.0
2457275.59748 18.644 0.054 5.90 723.0
2457284.52207 18.813 0.038 5.76 368.0
2457293.56762 18.762 0.036 5.07 375.0
2457299.50231 18.767 0.051 7.40 391.0
2457311.49439 18.676 0.033 4.29 497.0
2457424.88199 16.769 0.008 3.83 821.0
2457425.87825 16.681 0.008 5.07 549.0
2457427.86841 16.453 0.008 6.37 397.0
2457428.85873 16.310 0.005 4.56 397.0
2457429.86322 16.164 0.006 6.05 435.0
2457431.88638 15.790 0.004 4.28 488.0
2457432.85627 15.569 0.004 4.72 384.0
2457433.85423 15.324 0.003 5.37 349.0
2457434.84978 15.114 0.003 5.77 500.0
2457435.87128 15.010 0.003 4.91 396.0
2457438.85148 15.625 0.004 5.96 429.0
2457441.83574 16.155 0.006 5.35 646.0
2457443.85976 16.410 0.007 4.96 528.0
2457444.83916 16.540 0.007 5.00 471.0
2457445.83754 16.624 0.008 5.18 466.0
2457447.86490 16.808 0.007 4.04 374.0
2457451.85298 17.069 0.012 4.50 1004.0
2457453.83272 17.160 0.007 3.59 329.0
2457456.79640 17.318 0.014 6.00 397.0
2457458.81830 17.404 0.012 4.76 342.0
2457461.81814 17.521 0.011 4.23 305.0
2457463.86343 17.561 0.012 4.42 290.0
2457466.86121 17.690 0.015 5.23 394.0
2457470.82309 17.763 0.020 5.24 503.0
2457471.91998 17.770 0.023 4.23 1082.0
2457474.76458 17.861 0.022 5.30 591.0
2457475.81078 17.837 0.023 5.75 575.0
2457484.74373 18.008 0.023 6.36 294.0
2457485.86718 18.016 0.017 4.83 263.0
2457487.76371 18.042 0.020 5.16 327.0
2457488.88806 18.051 0.017 3.99 380.0
2457491.89692 18.121 0.016 4.05 252.0
2457492.89967 18.122 0.019 4.94 321.0
2457493.88719 18.120 0.016 4.23 230.0
2457494.87440 18.107 0.019 4.88 311.0
2457495.85215 18.138 0.024 6.77 297.0
2457498.74790 18.129 0.025 4.97 486.0
2457499.74059 18.152 0.027 5.36 506.0
2457500.68259 18.153 0.029 4.84 712.0
2457500.88387 18.140 0.028 5.56 533.0
2457508.68768 18.249 0.018 3.70 294.0
2457508.70178 18.254 0.018 3.66 301.0
2457509.80551 18.241 0.025 5.91 312.0
2457511.88008 18.277 0.021 4.38 362.0
2457522.79935 18.375 0.029 5.56 348.0
2457526.69818 18.325 0.034 6.20 452.0
2457528.93082 18.368 0.039 5.68 636.0
2457534.71524 18.343 0.044 5.62 960.0
2457536.71588 18.401 0.025 4.70 315.0
2457545.86845 18.438 0.026 4.90 325.0
2457546.89206 18.410 0.036 6.11 491.0
2457547.84357 18.418 0.025 5.29 251.0
2457549.73758 18.410 0.021 4.59 204.0
2457550.71411 18.417 0.022 4.20 276.0
2457554.66590 18.494 0.026 5.12 294.0
2457555.78402 18.404 0.027 4.76 396.0
2457557.73437 18.455 0.037 5.58 639.0
