2.460766500000000000e+06 1.978653492995324115e+01 3.258601896712565171e-02
2.460766510416666511e+06 1.985290653169712982e+01 3.359739662266306853e-02
2.460766520833333023e+06 1.976085472201247839e+01 3.220292083333595179e-02
2.460766531249999534e+06 1.975271247890188420e+01 3.208239752506145126e-02
2.460766541666666046e+06 1.975059741427648774e+01 3.205116373746912800e-02
2.460766552083332557e+06 1.977700956599657900e+01 3.244339044544494038e-02
2.460766562499999069e+06 1.982004056911565115e+01 3.309271764319707265e-02
2.460766572916665580e+06 1.979873473728128275e+01 3.276960959796920703e-02
2.460766583333332092e+06 1.977092829586272416e+01 3.235265891680253608e-02
2.460766593749998603e+06 1.981781215679875174e+01 3.305877459457698397e-02
2.460766604166665114e+06 1.984077066000322276e+01 3.341015203855512289e-02
2.460766614583331626e+06 1.983013019168631175e+01 3.324683884670232709e-02
2.460766624999998137e+06 1.981398151010480291e+01 3.300050774652212721e-02
2.460766635416664649e+06 1.983544878663726152e+01 3.332837025193741837e-02
2.460766645833331160e+06 1.975782882822251807e+01 3.215807810021582142e-02
2.460766656249997672e+06 1.981143989939138805e+01 3.296190473356937906e-02
2.460766666666664183e+06 1.973621300664147782e+01 3.183955001719525335e-02
2.460766677083330695e+06 1.979652979016979941e+01 3.273635171103268793e-02
2.460766687499997206e+06 1.980194322261859696e+01 3.281806451996321233e-02
2.460766697916663717e+06 1.980769345154793371e+01 3.290508449089866311e-02
2.460766708333330229e+06 1.981648859208259950e+01 3.303863061524916350e-02
2.460766718749996740e+06 1.985680385387771452e+01 3.365775081052647250e-02
2.460766729166663252e+06 1.976951820090648226e+01 3.233165680235276784e-02
2.460766739583329763e+06 1.976974839895061820e+01 3.233508446675262271e-02
2.460766749999996275e+06 1.981013417693174361e+01 3.294209045369950878e-02
2.460766760416662786e+06 1.985965151801319450e+01 3.370191846516567419e-02
2.460766770833329298e+06 1.977591043833755080e+01 3.242697282745225784e-02
2.460766781249995809e+06 1.980713833612433206e+01 3.289667370692629655e-02
2.460766791666662320e+06 1.974669486908079108e+01 3.199361348509389275e-02
2.460766802083328832e+06 1.980819768653255153e+01 3.291272622801701825e-02
2.460766812499995343e+06 1.980684054395019800e+01 3.289216262023527543e-02
2.460766822916661855e+06 1.980643515549175149e+01 3.288602261198181331e-02
2.460766833333328366e+06 1.980547148436976812e+01 3.287143146216370271e-02
2.460766843749994878e+06 1.981650119791861542e+01 3.303882241173099893e-02
2.460766854166661389e+06 1.984185706824003503e+01 3.342687163655965604e-02
2.460766864583327901e+06 1.979908276235872933e+01 3.277486205240369432e-02
2.460766874999994412e+06 1.977894752444600712e+01 3.247235789031937409e-02
2.460766885416660924e+06 1.983638346736669789e+01 3.334271908298326592e-02
2.460766895833327435e+06 1.991182441966092398e+01 3.452146389965475570e-02
2.460766906249993946e+06 1.981400344087632703e+01 3.300084103661925922e-02
2.460766916666660458e+06 1.977301913834271829e+01 3.238382527657444193e-02
2.460766927083326969e+06 1.983153102896714159e+01 3.326829361482453590e-02
