0.00100000 0.00200000 -0.00035619 -0.00018505
0.00200000 0.00400000 -0.00071238 -0.00037009
0.00300000 0.00599999 -0.00106857 -0.00055514
0.00400000 0.00799997 -0.00142473 -0.00074017
0.00500000 0.00999994 -0.00178089 -0.00092520
0.00600000 0.01199989 -0.00213702 -0.00111022
0.00700000 0.01399983 -0.00249313 -0.00129523
0.00800000 0.01599974 -0.00284921 -0.00148022
0.00900000 0.01799964 -0.00320526 -0.00166520
0.01000000 0.01999950 -0.00356127 -0.00185016
0.01100000 0.02199933 -0.00391724 -0.00203510
0.01200000 0.02399914 -0.00427316 -0.00222002
0.01300000 0.02599890 -0.00462904 -0.00240492
0.01400000 0.02799863 -0.00498486 -0.00258980
0.01500000 0.02999831 -0.00534063 -0.00277464
0.01600000 0.03199795 -0.00569633 -0.00295946
0.01700000 0.03399754 -0.00605197 -0.00314425
0.01800000 0.03599708 -0.00640755 -0.00332900
0.01900000 0.03799657 -0.00676304 -0.00351372
0.02000000 0.03999600 -0.00711847 -0.00369840
0.02100000 0.04199537 -0.00747380 -0.00388305
0.02200000 0.04399468 -0.00782906 -0.00406765
0.02300000 0.04599392 -0.00818422 -0.00425222
0.02400000 0.04799309 -0.00853929 -0.00443674
0.02500000 0.04999219 -0.00889427 -0.00462121
0.02600000 0.05199121 -0.00924914 -0.00480563
0.02700000 0.05399016 -0.00960391 -0.00499001
0.02800000 0.05598902 -0.00995856 -0.00517433
0.02900000 0.05798780 -0.01031310 -0.00535860
0.03000000 0.05998650 -0.01066753 -0.00554282
0.03100000 0.06198510 -0.01102183 -0.00572697
0.03200000 0.06398361 -0.01137601 -0.00591107
0.03300000 0.06598203 -0.01173005 -0.00609511
0.03400000 0.06798034 -0.01208396 -0.00627908
0.03500000 0.06997856 -0.01243774 -0.00646299
0.03600000 0.07197667 -0.01279137 -0.00664683
0.03700000 0.07397467 -0.01314485 -0.00683060
0.03800000 0.07597256 -0.01349819 -0.00701430
0.03900000 0.07797033 -0.01385137 -0.00719793
0.04000000 0.07996799 -0.01420439 -0.00738148
0.04100000 0.08196553 -0.01455725 -0.00756496
0.04200000 0.08396294 -0.01490994 -0.00774835
0.04300000 0.08596023 -0.01526246 -0.00793167
0.04400000 0.08795739 -0.01561481 -0.00811491
0.04500000 0.08995442 -0.01596698 -0.00829806
0.04600000 0.09195131 -0.01631896 -0.00848112
0.04700000 0.09394807 -0.01667076 -0.00866410
0.04800000 0.09594468 -0.01702237 -0.00884698
0.04900000 0.09794115 -0.01737378 -0.00902978
0.05000000 0.09993747 -0.01772499 -0.00921248
0.05100000 0.10193364 -0.01807600 -0.00939508
0.05200000 0.10392966 -0.01842680 -0.00957759
0.05300000 0.10592552 -0.01877739 -0.00976000
0.05400000 0.10792122 -0.01912777 -0.00994230
0.05500000 0.10991677 -0.01947793 -0.01012451
0.05600000 0.11191214 -0.01982786 -0.01030660
0.05700000 0.11390735 -0.02017756 -0.01048859
0.05800000 0.11590238 -0.02052704 -0.01067048
0.05900000 0.11789724 -0.02087628 -0.01085225
0.06000000 0.11989193 -0.02122527 -0.01103390
0.06100000 0.12188643 -0.02157403 -0.01121544
0.06200000 0.12388075 -0.02192253 -0.01139687
0.06300000 0.12587488 -0.02227079 -0.01157818
0.06400000 0.12786883 -0.02261879 -0.01175936
